review,rating,summary
"We had one day at the Park on a free day during part of a 10 day tour of China.  As this was the only DIsney park in the world I hadn't yet been to, I was very keen to visit, and I wasn't disappointed.We ordered our tickets online the night before, and I was able to easily pay with a foreign (non-Chinese) travel card. (A fellow traveller did have a few issues with their card, but they were eventually able to finalise the transaction). The tickets were then linked to our passports, so it is very important to remember to take your passport with you as this is now your entry ticket.We visited on a weekday in mid November, and arrived just before opening time. Entry was quick and easy (including bag inspections).  A lot of the rides were walk-on with minimal wait times during the morning. It became a bit busier in the afternoon, but was still very manageable. (This was the complete opposite of Tokyo Disneyland a few years ago, which was horrendously overcrowded all three days we were there, during the so-called ""off peak"" time. Never again).The Park was beautiful, clean and easy to navigate.  Our ticket included a free meal and drink, which was great value. I chose spaghetti and meatballs, which was huge and filled me up for the day. The menu prices seemed quite reasonable, especially for a Disney park. We bought the PhotoPass, and had some issues trying to get it to work/download, but the staff in the photo shop were amazingly patient and helpful in getting it to finally work.I was disappointed to discover Pirates of the Caribbean was closed, but it's a great excuse to revisit in the future!",5.0,"The user had a positive experience visiting the Disney park during a one-day break on their 10-day tour of China. They found purchasing tickets online straightforward with a foreign travel card, and appreciated the process of linking the tickets to passports. They visited on a weekday in mid-November and found the crowd to be minimal in the morning, though it got a bit busier in the afternoon. In their opinion, this Disney park was well-maintained, easy to navigate, and offered reasonable prices for food, with their ticket coming with a free meal and drink. They encountered some problems with the PhotoPass, but staff members were helpful in resolving it. They were disappointed that the Pirates of the Caribbean was closed but were overall pleased with their experience and"
Lots of things to check out no matter which corner we turn to! Enjoyed the concerts and interactive shows immensely (need to understand the Chinese language for a more immersive experience though). Queue was manageable on the day we went.,5.0,"The reviewer had a positive experience with plenty of things to explore. They particularly enjoyed the concerts and interactive shows, although they advised understanding the Chinese language for a better experience. Additionally, they found the queues manageable on their visit."
"Such a bad experience with staff gate, they did not let us enter due to ticketing reasons. After we waited and argued for more than an hour they just let us enter.?",2.0,The reviewer had a negative experience with the gate staff who initially denied them entry due to ticket issues. They had to wait and argue for over an hour before being allowed in.
"Good:1. Quite a big park with a good variety of rides, performances and F&B outlets; Facilities are good overall.2. F&B doesn't cost an arm and a leg like some other parks.3. Relatively well organised and efficiently run park.Bad:1. Most service staff do not seem motivated to give visitors a good experience, they do not smile and their greetings are monotone; Compared to the other Disney parks in the region, the service level is far behind.2. Security officers behave like thugs, barking at visitors during the night event. I understand the need for crowd control, but I've never seen such unruly behavior even from actual law enforcement officers, much less a bunch of security staff.Conclusion:Great activities and rides only form part of the experience, great service is what truly makes Disneyland a magical experience, Unfortunately this is missing in Shanghai Disneyland.",2.0,"The reviewer praises Shanghai Disneyland for its large size, variety of rides, performances, and food and beverage outlets, as well as reasonable pricing for food and drink. The reviewer also appreciates that the park is well-organized and efficiently run. However, they criticize the staff for lacking motivation, rarely smiling, and offering monotone greetings, which they claim is noticeably worse compared to other Disney parks. They also criticize the security officers for being rude and behaving inappropriately during the night event. The reviewer concludes that while the park offers great activities and rides, the poor service detracts from the overall experience."
"Believe it or not, the max we had to queue for any ride was 20 minutes. That was because we went on a rainy day, and the day before Zootopia opened so that kept the crowds away somewhat we think. Having gone to Paris, Hong Kong and LA, this was probably the best experience we had - ever - just because the queues for any ride was so short!Food was better at Universal Resorts Beijing, but the overall experience here cannot be beat. My kids' favourite ride was Roaring Rapids and Tron - Soaring Over The Horizon also rated quite highly too!",5.0,"The review suggests a highly positive experience at the park, attributing the minimal 20-minutes queue times to rainy weather and a new attraction launch on the following day. Comparing it to previous trips to Paris, Hong Kong, and LA, the user found this visit the best thanks chiefly to short queues. While they considered the food better at Universal Resorts Beijing, the overall experience at this place was unbeatable. The reviewer's kids specifically enjoyed the Roaring Rapids and Tron rides, with Soaring Over The Horizon also earning high praise."
"I loved this park, itâ€™s got that Disney charm but just takes the rides up to the next level.Letâ€™s start with the rides: Pirates of the Caribbean and Tron just take the rides up that notch. Pirates in particular is insane about just how immersive it really is, this isnâ€™t the pirates youâ€™re used to but it just blows your mind as youâ€™re going around.The park is stunning and the theming is beautiful throughout and is topped off by the beautiful castle as itâ€™s centre. Having watched vlogs and seen pictures before visiting, I was a little worried I was going to be disappointed and it wouldnâ€™t have a charm as it was so big; I shouldnâ€™t have been worried at all. The castle is perfect and the area around it is different to other Disneyâ€™s which provides great viewing areas for the nightly shows.My only slight negative is, this park is big! It doesnâ€™t have the same charm in some areas as itâ€™s smaller counterparts. For example, Fantasyland is spread out so doesnâ€™t have the same â€˜villageâ€™ type appearance as others.Also, I canâ€™t wait to see what they do with this park in future. Itâ€™s clearly been built with expansion in mind so look forward to seeing how it matures and progresses.",4.0,"The reviewer highly enjoyed the park and was particularly impressed by its advanced and immersive rides, like Pirates of the Caribbean and Tron. They appreciated the beautiful surroundings, especially the stunning castle and its surrounding areas, which offer excellent views for nightly shows. While they were initially uncertain about the park's large size, they found that most of it was well-designed and charming. They had minor criticisms about some sections, like Fantasyland, losing a bit of charm due to the park's scale. The reviewer anticipates future expansions, believing that the park was built with room for growth."
"This was our second visit, after our first which was in 2016.The place is still as magical as ever!The rides are awesome, if only the queues were not horrendous. Mind you, we went during the national holiday, so it was to be expected. If you don't mind paying for the express lane, and the queue is above 60 minutes, I'd say it is absolutely worth spending your money to shorten the queue and save yourself from the exhaustion of standing in the queue. If you are up for the thrill, I'd strongly suggest Tron ride at the Tomorrowland.We came on the first day of October and were absolutely delighted to see the wonderful Halloween decorations and souvenirs around the park.The cleanliness of the entire place is top notch, including every toilet we had been, even with the park being so crowded. I am super thankful for all the family toilet they have provided in every toilet, it makes it a breeze to bring a toddler to the park, when it comes to changing their diapers or cleaning the up.Another perk that I love is that we can bring an empty drinking bottle to the park, as there always a drinking fountain/tap to refill our bottle situated nearby the toilets.I am excited and hoping that the new Zootopia Land will be completed and opened soon. We would love to return again one day.",5.0,"The reviewer had a great second visit to the amusement park, noting its magical atmosphere and excellent rides. However, they encountered long queues, especially during the national holiday. They recommended using the express lane to avoid long waits if it's above an hour. The place was clean, even during a crowded day, with family-friendly facilities. They particularly appreciated the option to refill their bottles at numerous drinking fountains. They loved the decorations during their visit on the first day of October, especially the Halloween theme. They eagerly await the opening of the new Zootopia Land and intend to revisit."
"Weâ€™re a couple from the UK and big Disney fans. Weâ€™d booked  holiday to China which ended in Shanghai and we decided to visit Disneyland. I tried doing a bit of research about the place which in the end didnâ€™t prove that helpful. Firstly, downloading the app and buying the tickets online - we downloaded the app whilst in the UK. Tickets were only available/released 10 days to two weeks in advance so donâ€™t worry if your date isnâ€™t showing for a months time. The app was very slow whether in the UK or in China but worked much better in China on a Chinese Wi-Fi. Due to the timings we had to wait until we were in China to book the tickets on the app. Iâ€™d read things about huge queues so opted for one of the premier access (fast pass) packages. It cost us Â£300 for two one day park tickets with six fast passes each. The fast passes were ride specific and there are different options depending on the rides you want. You can also buy individual fast passes. Iâ€™d read about huge queues and didnâ€™t want to rely on free fast passes that we might not get so thatâ€™s why I opted for the package. We also bought a one day PhotoPass for around Â£25. Once youâ€™ve bought the tickets in the app itâ€™ll say youâ€™ll get a text and email confirmation for the purchase but I got neither but had took screen shots just in case. The purchase will appear on your app, go to the â€˜meâ€™ section at the bottom where youâ€™ll have to fill in the guest names and passport numbers of the guests for each ticket. YOU MUST TAKE YOUR PASSPORTS WITH YOU. All tickets in China seem to be attached to your passports for security reasons and you wonâ€™t be let in without your passports. They will then give you a paper ticket once at the turnstile at the entrance to the park and you wonâ€™t need your passports again. The PhotoPass is a coupon on the app that youâ€™ll need to get redeemed in the park at one of several locations, it tells you where in the app but we went to cosy corner, itâ€™s the first shop on your right on Mickey Avenue (what would normally be Main Street USA). Youâ€™ll need to download the Disney PhotoPass app too which is where your photos will appear, the cast members will help you and show you. Regardless of whether youâ€™ve had the pass activated, the first time you get to a photographer youâ€™ll be given a card with a QR code on which will be scanned like your band would be in Orlando, every time they take a photo and all photos will appear on the app. You can purchase individual prints of photos at the park or you can have them digitally by buying the PhotoPass. It shows you the photo opportunities on the map of the park in the app. When we went there was no paper map, itâ€™s all on the app. We went on Saturday 16 September which was after the school holidays. Despite it being a Saturday it wasnâ€™t too busy. The longest queue time was 60mins for the seven dwarves mine train which we had a fast pass for. Tron had a 30 minute wait time and so we queued once for it and used the fast pass the next time. Pirates of the Caribbean had a 15 minute wait time so we queued and did that twice too. We got straight on the crystal grotto and queued half an hour for Peter Pan. We went to the Pirates of the Caribbean stunt show which isnâ€™t in English but was still worth seeing (bear with it). Meeting characters has longer wait times for 40-60 minutes, which we didnâ€™t bother with. Another thing to add, no commentary is in English on any of the rides. The parade does have English bits mainly due to the songs, same with the nighttime illuminations at the castle. The park in general is bigger than I thought, I thought it would be on a par with Paris but it was bigger. It has five (I think) lands to it, each has a guest services which have a board up telling you show times etc. Thereâ€™s plenty of western style food, we had pizza from the Pinocchio tavern and we saw burgers in the restaurant in Tomorrowland. Thereâ€™s free water fountains throughout the park and the water tastes normal (not like the matchstick flavoured water of Orlando). Disneytown is the food and shopping area (like a mini Disney Springs) and has the only Starbucks in the park (which doesnâ€™t do anything Disney themed) but is big with indoor and outdoor seating. It is on the side of the park as if another land but you have to pass through security to get in and out of the park, the queue was minimal on the day we went. Itâ€™s hot and humid so prepare for this, my hair turned wild and my Disney themed T-shirt was stuck to me from the moment we arrived. Drink plenty of water. You can pay with credit/debit card at the bigger outlets and restaurants. I had downloaded Alipay but it only works with an internet connection. There is free Wi-Fi in the park which works nicely. Take a power bank! There are ones you can borrow for free in the park that you pay a refundable deposit for through Alipay or similar, however, you have to attach a phone number and it wouldnâ€™t work for us. It appeared you needed a Chinese mobile number. The cast members donâ€™t speak a lot of English but will use a translate app and are very willing to help you. Yeh toilets are very clean with plenty of western style toilets and loo roll (not a given as standard in China). Itâ€™s definitely worth a visit, we loved it. My only complaint, there werenâ€™t any Christmas decorations for sale due to it not being Christmas.",4.0,"This UK couple had a positive experience with their visit to Shanghai Disneyland while on a trip to China. They used the official app to book tickets and fast passes, though they found it to be slow. They had to wait until they were physically in China to buy tickets due to scheduling restrictions. They also purchased a one-day PhotoPass, which allowed them to document their experiences in the park. Despite language barriers, they found the staff and services accommodating. They enjoyed the attractions and were impressed with the cleanliness of the park as well as the availability of western style food. Their only complaint was the lack of Christmas decorations for purchase due to it not being the holiday season. Despite minor difficulties with app speeds and ride commentaries not being in English, they found"
"The worst theme park is Disneyland. I cannot express my negative feelings. Firstly, you walk about 2 kilometers from the taxi collection point to the theme park gate. Secondly, it was very crowded. Thirdly, it was extremely hot and humid. Fourthly, filming with the characters was crowded for about an hour. Fifthly, there is no organization or map in English regarding show times. Sixth, all the rides were crowded. Seventh, the services. Disney ice cream or sweets taste very bad, not delicious, like Disney Orlando, Disney Hong Kong, or Disney Japan. Eighth, I did not encounter any employee at Shanghai Disney, whether in the hallways or at the rides, who spoke English, German, or Spanish. For me it was a waste of time and money",1.0,"The reviewer had a highly negative experience at Disneyland, citing several issues. They found the distance from the taxi point to the park gate excessive and noted that the park was crowded and uncomfortably hot and humid. Wait times to interact with characters were long and the reviewer criticized a lack of English resources for show times and busyness of the rides. The reviewer was also disappointed with the quality of food, specifically ice cream and sweets, and the lack of multilingual staff. They concluded that their visit was a waste of time and money."
"We decided to go for visiting Shanghai Disney in order to celebrate the 50th birthday of one of the participants - the main challenge in the theme park are the long waiting queues - on the Monday we visited (one day ahead of local Summer vacation over), waiting lanes were 2-3 hours for the main attractions - this is obviously is too much for the price you are paying for entrance fees. Therefore value for money is difficult to be judged in a proper way. You can take tons of nice photos and also enjoy the park - however, at one point of time people get tired from waiting and / or walking - restaurants in the park are expensive and not really tasty but fit the purpose - all in all nice place but far away from downtown and other attractions in Shanghai.",4.0,"The review says that the user visited Shanghai Disney for a special occasion but found the long waiting times (2-3 hours) for main attractions very challenging, affecting the perceived value for the money paid for entrance fees. They appreciated the opportunity to take many photos and enjoy the park scenery, but mentioned that the long waits and extensive walking can be tiring. The user also mentioned that while the park-themed restaurants are useful for serving guests, they felt they were not outstanding in terms of cost and taste. Furthermore, the park's distance from Shanghai's downtown and other attractions was seen as a drawback."
"The most beautiful, clean and amazing Disneyland I have ever visited! I have visited every Disneyland in the world and so glad I saved this for last!",5.0,"The review praises this Disneyland park as the most beautiful, clean, and outstanding one the reviewer has ever visited. The reviewer, who has visited every Disneyland across the globe, expressed immense satisfaction, expressing particular happiness about choosing this one as their final visit."
"Any day you will find immensely large crowds but using the app you can pay for the priority queue. In our case for some rides this reduced lines of 2hrs down to 20 mins. Cost is the equivalent of 20 euro per person per ride. Pricey but not worth the wait otherwise (in my view) In the evening, especially during dinner time, the queues get a bit less lengthy which is good. Food is also decent, nothing like the street food crap you would get in EU or US disneyland. Kids loved it. Seems the girls really dress up for this (be prepared for a gazillion princesses) So convenient to be able to get here by metro instead of a long arduous drive. If you want to go shopping there is a disney world shop just outside the park gates which is open one hour longer beyond park closing time.",5.0,"The reviewer suggests the park can be very crowded, but suggests using the app to pay for priority queues which can significantly reduce wait times for rides, albeit at a high cost. The reviewer notes that the queues are shorter during dinner time. They found the food in the park decent, and notably better than what they've experienced at EU or US Disneyland. The park was a hit with their children, particularly the girls who enjoyed dressing like princesses. The reviewer appreciates the convenience of accessing the park by metro, and mentioned a Disney shop located outside the park gates, which is open even after the park closes."
"This is Disneyland, I have been here twice by subway. It is also good to drive, a big parking zone.I suggest you spend a full day here and watch the firework at night.You will never forget this.",5.0,The reviewer had a positive experience visiting Disneyland twice by subway and also recommends driving due to the ample parking available. They suggest spending an entire day at the park and highlight the nighttime fireworks as a memorable feature.
"There are many rides, good atmosphere, cool weather and delicious food.  Just some fun toys  There are princesses and princes who dress up beautifully and handsomely.",5.0,"The review is positive, praising the multiple rides, great atmosphere, pleasant weather, and tasty food at the location. The presence of characters dressed convincingly as princesses and princes was also appreciated."
"I donâ€™t want the public to see the world they live in while theyâ€™re in the park. I want them to feel theyâ€™re in another world â€”Â Walt DisneyChildhood memories captured beautifully. The euphoria from the costumes, songs will magically  transport you to yesteryear.The castle looks magical, the tour was amazing. I loved the parade. The singing was a bit off, but bearable.The food court was packed, the food was okay.Caution, never go during holidays. Went during National holidays. We thought it's a ""rainy"" day, it will not be packed. It cleared up and we got through the lines quicker with passports. But there were long lines everywhere - for rides, food, bathrooms.It was nice seeing kids with the Minnie Mouse ear headbands,  balloons, decor etc.",3.0,"The reviewer expresses a nostalgic appreciation for the experience at the park, noting how the costumes and songs transported them back to their childhood. They found the castle tour and parade impressive, despite some off-key singing. However, they found the food court to be crowded and the food only satisfactory. The reviewer advises against visiting during holidays due to long lines for rides, food, and bathrooms. Despite the crowds, they enjoyed seeing kids with Minnie Mouse headbands and the overall decor."
"Best Disneyland I have been to! (So farâ€¦) I have Been to a variety of Disneylandâ€™s, Paris and a few others, but I would have to Say this was the best one Iâ€™ve been to! It is truly magical and deserves five stars.",5.0,"The user rates this Disneyland as the best they've experienced compared to others, including Paris. They describe it as truly magical and believe it deserves a five-star rating."
"After experiencing Disney World in Florida and Disneyland in Anaheim, Disney Shanghai is a big disappointment.  There don't seem to be any rides and all of the rides they do have, you need to line up for hours just to ride.  We got there and got through the gates just after 10am and left at 8pm and were able to go on only 4 rides!  The parade was very short, with only a couple of floats.  The food up near Iron had a vegan burger which I thought was good.  It has the feel of Disney yet something seems to be missing.",3.0,"The reviewer expressed disappointment with Disney Shanghai after visiting Disney World and Disneyland. They found the park lacking in rides and criticized the long wait times. They spent approximately 10 hours in the park but could only go on four rides. They also found the parade short with only a few floats. On the positive side, they appreciated the food, highlighting a good vegan burger near Iron. They felt the park had a Disney atmosphere but something seemed to be missing."
A pretty magical place.Rides were amazing and the experience smooth and easy even with small kids in tow. Recommend two days and hotel stay to get the most value. Early entry and fast pass invaluable.Dining experience in the park was poor; best eat in the village outside the gates.Fireworks show on Xmas day was an unforgettable experience. Upon leaving my thoughts turns to when I’ll come back…,5.0,"The reviewer had a wonderful experience, describing the place as 'magical' with amazing rides and an easy, smooth experience despite having small kids. They recommend a two-day visit and staying in the hotel for maximum value, emphasizing the importance of the early entry and fast pass. They were disappointed with the dining experience inside the park, recommending to eat in the village outside the park instead. They found the fireworks show on Christmas day unforgettable and express a desire to return."
Lovely visit. Not many exciting rides but nice to walk around. Food is not that good as it is of food court style. Better to dine at Disneytown. Mickey’s Parade was fun. Fireworks display at night was fantastic.,4.0,"The reviewer had an enjoyable visit, although they noted a lack of exciting rides. They didn't particularly enjoy the food court-style meals and suggested dining at Disneytown instead. However, they thoroughly enjoyed Mickey's Parade and the nighttime fireworks display."
"What an amazing magical place especially for Christmas . So great and totally worth a visit , good rides, good food in the town just a magical happy place .",5.0,"The review is highly positive, praising this spot as a wonderful, magical place for Christmas. The visitor enjoyed their experience, mentioning that it's worth visiting due to its excellent rides and good food. They ended on a note of happiness, describing the place as joyous and magical."
"It was pretty good. Overall I enjoyed the experience, but I personally prefer the ones in America as the rides are more exciting.",4.0,The reviewer found the experience enjoyable but they believe the rides in America are more exciting.
"Me and my partner had a bad experience at Disneyland. We purchased two nights at the Toy Story Hotel and tickets for the second day. When we arrived, three members of staff all told us that we needed to go to Disney Town the next morning to collect the tickets. So at 07:00 in the morning, we took a bus to Disney Town..But we were told by the staff there that there was no record or proof that we had purchased the tickets and that we needed to get confirmation from the hotel! So this meant, me and my partner, taking the bus BACK to the hotel only for them to give us tickets to get in to the park. What a mess! It really ruined our mood. At first I thought it could have been a misunderstanding, but we are both fluent in Chinese and English, yet they said the same thing in both languages. Lack of experience? I don't know. But it really ruined our experienced as we didn't get into the park until 10:00am when it was already crowded.",1.0,"The reviewer shares a negative experience at Disneyland and the Toy Story Hotel. There was miscommunication on how and where to collect park tickets, causing them to run back and forth between Disney Town and their hotel early in the morning. Despite being fluent in Chinese and English, language did not seem to be the barrier, leading to confusion on whether it was a lack of experience from the staff. The debacle delayed their entry to the park until 10:00am when it was already crowded, which soured their overall experience."
"Visited the park in 2019, pre-Covid and had a blast.The queues weren’t too bad, as we found out we picked quite a good day for our visit and we were able to enjoy almost all of the attractions we were interested in.Even on a not so busy day, some of the attractions were a bit busy and we were thinking that a fast pass would have been a good idea…but then again, the concept of fast passes is a bit of a wallet burning idea.TRON ride is a unique experience that was something else and we really enjoyed Star Wars hall - the 2 meters high Lord Vader was stealing the show.The Pirates of the Caribbean are also a must, as the visual effects are incredible, especially compared to some European parks.Most of us have been to a few amusement parks and this was one of the better ones - however, you should come prepared, as the prices inside are quite high and English translations are not present everywhere.",5.0,"The reviewer had a great time visiting the park in 2019 before Covid-19 hit. They appreciated their timing as the queues weren’t too long, allowing them to enjoy nearly all rides and attractions. The TRON ride and Star Wars hall, featuring a 2 meter high Lord Vader, were special highlights. They also highly recommend the Pirates of the Caribbean for the impressive visual effects. Despite largely positive sentiments, they suggest investing in a fast pass for busier attractions and warn about high prices inside the park. The lack of English translations throughout the park was also mentioned. Overall, they rated it one of the better amusement parks they've been to."
"I am a huge fan of Florida’s Disney World and have been to Disneyland California and Hong Kong. When I moved to China I was very excited to visit this Disneyland the first chance I had. With that said, while the overall experience was fun and had Disney magic, I was a little disappointed. From what I have read the park had changed post-COVID and not for the better.Bottom Line: if you’re a Disney super fan like me and prepared for huge crowds the beauty and uniqueness of this park is worth it. Otherwise the crowds and long lines without free fastpass make this park a challenge!!Details:1) be prepared for HUGE crowds. We went on a weekday and I would hate to see it on a weekend. LONG lines for everything, even bag check + entry turnstiles took about 1.5 hrs (standing in hot direct sun). 2) We arrived 1.5 hours before park opened and got in 5 minutes after opening. The line for some big rides (Soarin) was already almost 3 hours. They do sell early access passes so this might be worth it but I think with crowds from the resorts entering early it would still be very busy.3) Fastpass. This was the biggest and most frustrating change of all. There are NO free fastpass. You can buy fastpass in packages or for single rides but it’s EXPENSIVE- one pass was 180RMB or about $28!! That’s crazy. And with the giant lines…you have to choose either to just wait or pay up. :/4) As for lines- as a frequent visitor of WDW in Florida I was very surprised that early morning lines were actually longer than late morning-early afternoon. Keep an eye on the wait times in the app and try to ride during the afternoon, parades, etc. The Seven Dwarfs Mine Train and Tron had manageable (1 hr or less) lines during the night shows so this is a good option if you’re not watching the night show. As for the night show, plan to stake out a spot around 6:30 for the 8pm show if you want a decent view of the castle.5) The food is not good and is very expensive (more expensive than WDW). Many people have posted that you can’t bring in food; this is not the case in 2021. We packed plenty of snacks but in hindsight I wish we would have packed actual lunch/dinner food. If you do have to eat in the park, Tangled Tree Tavern wasn’t bad. The slightly better and slightly less expensive food is just outside the park in Disneytown- a separate area you can enter/exit throughout the day with your park ticket. The ice cream in Disneytown is very good and will only set you back about $5 instead of the $10 charged in the park.6) The Tron and Pirate rides are amazing!! Even impressed my husband who is not as much of a Disney fanatic. :)7) The park is beautiful and SO BIG! The attention to detail you expect from Disney was amazing.8) We live in China so we were prepared for “Chinese” behavior, which may come as a shock to other visitors. Yes, there is a lot of pushing and crowding. And we did see one little boy peeing on the pavement in front of the castle. Be prepared for pushing and other things you won’t see in America. It’s just China and it’s shocking and gross but you aren’t in America after all! Also the shows and rides are mostly in Mandarin and staff generally speaks little English.also download the Shanghai Disney app and a good VPN (we use ExpressVPN) before you come.As of July 2021 there are very little COVID measures. You have to buy/book your ticket in advance but there’s no social distancing and infrequent mask wearing.",4.0,"The reviewer was generally happy about the Disney magic at Disneyland Shanghai, but expressed dissatisfaction with the post-COVID changes. They noted that crowds are huge and visitors should be prepared for long lines. Fastpasses are now paid services and quite expensive. They found the food pricey and not tasty, but noted that it's permissible to bring your own food. Some notable attractions were the Tron and Pirate rides, and the beauty of the park was outstanding. Still, they cautioned about some culture shock for foreign visitors, as some behaviors common in China might seem strange or impolite to them. The reviewer recommended utilizing the Shanghai Disney app and a VPN, and warned about limited COVID measures in place as of July 2021."
"I booked a 2 day pass on the official website before arrive in Shanghai (around ¥800 weekday 2 day ticket).The subway line 11 arrives straight into the resort! Make sure you buy a return ticket as soon as you arrive! (it will save time when you return)!Day 1: Great day, weather wasn’t the best! It rained which meant that a few rides were suspended until the storm had passed! There is a parade at 12:15pm which is worth watching! Around a 1 hour and less wait for the rides!Day 2: Another great day, although this was a Friday. The park seemed much busier. There were 1/2 hours waits for the rides!There are a mixture of Chinese and western food! The bakery is a much visit!",5.0,"The reviewer had a positive experience visiting a resort in Shanghai, after pre-booking a 2-day pass for weekdays. Public transportation was convenient, with Subway line 11 leading directly to the location. Day 1 had a bit of rain that caused a few rides to be suspended temporarily, but the wait times were generally short and there was an enjoyable parade. Day 2 was busier, likely due to it being Friday, resulting in slightly longer wait times. The resort offers a mix of Chinese and Western food that appealed to the user, with a particular highlight being the bakery. They recommend purchasing return tickets immediately upon arrival to save time later."
"I don’t understand what is the fuss about with most people who visited Shanghai Disneyland. It’s a theme park and it WILL be crowded from time to time. And this is China. There WILL be people.We visited the park for four consecutive days buying two 2-day tickets each and found this was totally worth it every yuan. The staff at the park are polite, helpful, kind to children and help out however they can. The rides are great! Yes there are queues, and if one plans timings well, like missing the morning parade to do a “Soaring over the Horizon”, or doing TRON during Chinese dinner time, one will find practically no queues. I did buy a fast pass, only because we didn’t want to wait for 60 mins as we wanted to finish Winnie The Pooh ride and go for lunch. It’s a personal choice.If I were only with adults, queues are no big deal, but with little children I preferred a fast pass one day for a chosen ride.Food in the park is good. Limited options for vegetarians like me, but one can always go into Disneytown, eat and come back with the same ticket. It’s allowed! I find that extremely convenient!!!One can never cover everything in the park even after 4 days. It’s really big compared to HK. We loved the park although I wish they should add some specific timings for the English narration of the Pooh ride.We shall return!",5.0,"The reviewer enjoyed their four-day visit to Shanghai Disneyland and thought it was worth every yuan. They found the park to be crowded as expected, but appreciated the polite and helpful staff. The reviewer praised the rides and shared tips on how to avoid long queues by planning timings well. They liked the option of a fast pass, particularly when visiting with small children. They found the food good, but noted limited vegetarian options. Yet, they appreciated the ability to leave and re-enter the park with the same ticket to access Disneytown. The reviewer wished for English narration during the Pooh ride and looks forward to returning as they couldn't cover the whole park in their visit."
