review,rating,summary
"I booked a 2 day pass on the official website before arrive in Shanghai (around ¥800 weekday 2 day ticket).The subway line 11 arrives straight into the resort! Make sure you buy a return ticket as soon as you arrive! (it will save time when you return)!Day 1: Great day, weather wasn’t the best! It rained which meant that a few rides were suspended until the storm had passed! There is a parade at 12:15pm which is worth watching! Around a 1 hour and less wait for the rides!Day 2: Another great day, although this was a Friday. The park seemed much busier. There were 1/2 hours waits for the rides!There are a mixture of Chinese and western food! The bakery is a much visit!",5.0,"The reviewer visited a resort in Shanghai which is conveniently accessible via subway line 11. They recommend purchasing return tickets immediately upon arrival to save time. They booked a 2-day pass for about ¥800. The first day was enjoyable despite some bad weather and suspended rides. They highlight a parade at 12:15pm and an average waiting time of less than an hour for rides. The second day was busier, as it was a Friday, creating waiting times of half an hour. The food options were a mix of Chinese and western, specifically pointing out the bakery as worth visiting."
"I don’t understand what is the fuss about with most people who visited Shanghai Disneyland. It’s a theme park and it WILL be crowded from time to time. And this is China. There WILL be people.We visited the park for four consecutive days buying two 2-day tickets each and found this was totally worth it every yuan. The staff at the park are polite, helpful, kind to children and help out however they can. The rides are great! Yes there are queues, and if one plans timings well, like missing the morning parade to do a “Soaring over the Horizon”, or doing TRON during Chinese dinner time, one will find practically no queues. I did buy a fast pass, only because we didn’t want to wait for 60 mins as we wanted to finish Winnie The Pooh ride and go for lunch. It’s a personal choice.If I were only with adults, queues are no big deal, but with little children I preferred a fast pass one day for a chosen ride.Food in the park is good. Limited options for vegetarians like me, but one can always go into Disneytown, eat and come back with the same ticket. It’s allowed! I find that extremely convenient!!!One can never cover everything in the park even after 4 days. It’s really big compared to HK. We loved the park although I wish they should add some specific timings for the English narration of the Pooh ride.We shall return!",5.0,"The reviewer enjoyed their visit to Shanghai Disneyland, despite acknowledging it as a typical crowded theme park. They recommend planning well to avoid long lines at rides. Purchasing a fast pass was also suggested, especially when visiting with children. They found the staff at the park to be polite and helpful. While food options for vegetarians in the park were limited, there was the convenient option to dine at Disneytown and re-enter the park. They appreciated the park's size but would like English timings for the Pooh ride. They considered the 2-day tickets worth the cost, and plans to return."
"To enter the park you need to walk from the car park, queue up for the security check, and pass the ticket office, this is a long walk, and took 90 mins. As you must reserve your ticket at least 1day in advance, remember to bring your ID with you ( photo of your passport is fine. The park is massive, today involved a lot of walking and queueing. The top attraction waiting time was constantly three hours so we missed it out but with Pirates of the Caribbean and Tron there was plenty to do.Left tired but happy twelve hours later",4.0,"The reviewer warns of a 90-minute long walk from the car park, through security, and to the ticket office at the park, and advises to reserve tickets at least a day in advance and bring an ID. The park is significantly large and involves lots of walking and queueing. Despite missing the top attraction due to a three-hour wait, they found other activities like Pirates of the Caribbean and Tron to enjoy. Their twelve-hour visit left them tired but happy."
"ADVICES to save time and nerves:GET Disnay APP in advance . Be VERY VERY early. BUy transparent water-resistant neck purse for the phone to make videos of your rides. BRING your food with you. IT will save you time.BAD app system. Presumably, you can book a ""stand by pass"" (which used to be free fast pass )  in the official Disney app, once you have a real paper ticket on hands and link it. BUT....its gets fully booked in the first 10 mins after the first people get in and nothing was available after that. WELL DONE, Disnay!  it was a very frustrating part!  PLEASE go back to manual stands inside the park where people used to book 1 free pass for every 2 hours!!!!!! it Was FAIR to everyone!You can buy a fast pass package for single or multiple rides on app. We took most expensive 800 rmb (additionally to 400 rmb ticket)  per person. So tot 1300 gives you access to fast pass of pre-selected by Disney 6 rides (we did 7 or 8 in total from 8:40 till 15:00) . It was a nice experience.The service was good (we exchanged 1 atraction, as there were technical issues with  1 ride on the list. so we changed it, )l personnel was very helpful and well trained.I gave 3 stars because of the system glitch (was on and off during the day) and the MAIN point because we haven't got a single stand-by pass. This  SYSTEM doesn't really work !",3.0,"The user is providing advice for those planning a Disney trip. They recommend downloading the Disney app, arriving very early, buying a transparent, water-resistant neck purse for phones, and bringing your own food. They found booking on the app to be frustrating, especially regarding ""stand by passes"" which used to be free and manually booked within the park. They ended up buying a more expensive fast pass package, but still found the experience worthwhile and enjoyed good service from helpful staff. They gave the experience 3 stars due to system glitches and issues with booking passes."
"If you want to spend the day spending lots of money and then lining up then this is your place!  We tried to go on a day that might not have the crowds. That was ambitious. I don't think there is every a day like that. It seemed like there aren't a lot of great rides but we did love Pirates of the Caribbean, Roaring Rapids, Tron, Buzz Lightyear, Peter Pan and Woody's Roundup. We certainly got our step count up as you wander all over all day to try to get to the places with the least line up time. The Disney app is great for letting you know the line times. Food in park is pretty poor as is available seating in restaurants...or lack of.  I'd say this was an ""okay"" Disneyland. People pushing a lot and say good bye to social distancing especially when lining up for the Pirates of the Caribbean ride. The personal space thing is something to navigate here.  Kids peeing through the fence in the line-ups (parents were there) wasn't a good thing.",3.0,"The reviewer felt that the location, possibly a Disneyland, requires significant spending and often has large crowds, regardless of the day of the week. The reviewer also indicated that they didn't enjoy a majority of the rides, but they did praise a select few, including Pirates of the Caribbean, Roaring Rapids, Tron, Buzz Lightyear, Peter Pan, and Woody's Roundup. They also appreciated the Disney app for providing line times. However, the reviewer criticized the food quality in the park and the lack of available seating in restaurants. They also had some hygiene concerns and noted a lack of personal space, particularly in line for the Pirates of the Caribbean ride. The reviewer rated their experience as ""okay""."
"We have moved back to China, now living in Shanghai after many years in the north.Went to Disneyland with the kids (8 and 6 years old) a well as my wife’s sister and dad.While we are quite experienced to crowds, Disneyland goes the little extra yard to ensure the full experience of waiting in lines, being pushed, wasting time and at the same time feeling that the whole thing is setup with only one purpose, namely, to get the last RMB out of your pockets before you leave.It was to be honest not a very pleasant trip and while my wife and I fast agreed that now we have visited this place once and sworn never to come back, it was more surprising that the kids during the day also started to complain. My wiffe’s dad? He left at 6:30 pm as he could not stand it anymore (old grumpy man! :-))The good•	Overall clean and nice environment•	Some parts of the park were not too overcrowded (comparing to Chinese standards) so walking around between the different worlds was manageable.•	While we did not try very many rides due to waiting in-line, the TRON Lightcycle Power Run was fun (if you can absorb the 50 min wait and further 20 min wait due to a break down)•	The fireworks/light show was impressive (if you can absorb the wait time and the pushing and shoving)•	Easy to get to, Shanghai Subway runs to the door.The bad•	Pricing. It is obviously not cheap. Please note that the price anchor in China for such things are set high so you will have to pay, which we expected, but again Disneyland just goes that little extra yard to ensure your pockets are completely swiped when you are gone. Entrance price, while not dirt cheap was not really excessive (we paid RMBB 499/adults, 399/children which is ok), however they go to great length to ensure you end up paying extras.•	Food, you must buy food and drinks inside. They have a security check before ticket purchase with the aim to swipe foods from those who brings it (we did not). It adds an extra 30-40 minutes wait-in-line to the experience and we saw quite a few that god food confiscated…my bad feelings started just there. Inside prices are excessive, particular when comparing to standard Chinese prices which on food are low. I will not do a full price list of horrors here, but let me put it this way – I originate from Scandinavia which is by most people (and by facts) considered expensive. In Disneyland their corndog/hotdog on stick like thing was priced with a +100% premium of what a hotdog runs me back in Denmark…so be warned!•	Stores and restaurants are all over and take up a considerably part of the part, in fact in hindsight there are actually only a few attractions given the size of the complex and not lest given the number of visitors they admit in.•	Which leads me the next profit maximizing item, the “jump the line pass”. Having assured that all fun rides are cramped, Disneyland has studied the book “The confessions of the Pricing man” on how to ripe the benefits of this in setting prices that allows you to skip the lines they created. After we arrived and discovered the waiting times for the rides we briefly considered buying one of the skip-the-line passes, but they ran at RMB 1,000 per person (2x adult entrance fee, 2½x children entrance fee) and could maximum be used 8 times! (that is an extra RMB 125 per ride). To be fair they had a whole price range for various skip-the-line passes with allowance for fewer rides, but the price per ride of these were same (actually slightly higher). You come to the suspicion (extremely fast) that it is all a well/evil planned profit maximizing scheme.The uglyWhile everyone that lives in, have lived in or just have been to China knows, crowds are plenty and all over, and this is an integrated part of live, planning and society setup.So having large crowds in Disneyland was be no means any surprise.However, it seemed to have surprised the planners as the number of attractions and particularly the capacity of these by no means matched the number of people let into the park at once.We arrived when the park opened, admittedly go were not in until at least 50 minutes after due to the food swiping exercise at the entrance, but on the advice of my wife’s sister we headed straight to the Soaring over the Horizon ride only to discover that the waiting time was….3 hours! (to be honest I though they were playing me a joke, but no).They had a standby pass system on the app which allows to the reserve time for waiting later…it does not allow you to arrive at a certain time and then avoid waiting. But that system suffered under crowd pressure as well. I managed to make one booking (for myself) but once I tried to add my wife, children, wife’s sister no more time slots were available…and that was that! (not even mentioning since we were six incl. my wife’s dad and the system only allowed groups up to five it was a bit useless for us)After the initially frustrations we then decided to get the best out of the day and try as many rides as we could. We tried the Roaring Rapids (60 mins wait), the Dwarfs mining Train (45 min wait), Rex Riders (90 min wait), TRON power race (50 mins wait + 20 mins break down wait) and the Pirates of the Caribbean Battle (45 min wait) plus my children tried the Dumpo ride, the shipwreck, saw a couple of the characters standing within fenced areas and the youngest also went to the sign along with Elsa/Frozen while the oldest was doing the TRON race.Particularly the Rex Riders was a complete joke. It had a capacity of 20! Low and behold! I guess the person coming up with that idea have never been to China before, at least he did not coordinated with the guy planning for how many to let in on any given day.We also decided to see the 8pm fireworks/lightshow and was advised to be there no later than 7pm if the children should have a chance to see it. We ended up waiting 1 hour and 15 minutes for the experience and as time passed more and more people showed up ending in constant pushing, shoving and being in constant physical contract with at least the nearest 3-4 people around you (Ironically the recorded announcer was every 15 minutes welcoming people to the event and telling them to keep social distancing and not blocking other people view…yeah right, maybe if you let 10,000 less people in it would be possible). The had reserved areas which had no people but these were for the people selling snacks, obviously!The really scaring part of the visit came when the show ended as the masses then started to leave. We we quickly decided to carry both children on held each other’s cloth not to lose each other in the black sea of people. It was insane (even for Chinese standards) one step in the wrong direction and we would not have found each other again. So flowing with the masses we (luckily) had to go the exit and the metro station because that was where the masses few to.To think this is a place for children!We came to the place around 8:40 am and left around 8:30pm. A full 12 hours, I tried 4 rides, my children maybe 6 maybe 7, we ate once while sitting, we ate a bit while walking, we saw the parade and besides walking from place to place we spent the rest of the time waiting in line.So be warned, it is a multi-billion dollar brand and by this alone they will attract enough visitors but the experience was noting close to magic, unless it is magic to wait in endless lines and get pushed and shoved.I ranked it, very generously, two starts, due to the parts mentioned under “the good”, but price and value experience does simply not match up. As a benchmark we in the summer had visited both Tivoli Gardens and Bakken amusement parks in Copenhagen, which are both high recommendable. Here the children tried rides all the time (at Bakken my oldest and I managed to run out of rides on the old wooden roller coaster on our access pass, which meant 10 rides on that ride alone). All within the same time spend and at total price that was half to a third of what we spent at Disneyland and with a much cozier atmosphere.The final curiosum is that Walt Disney actually build his Disneyland based on the Tivoli Gardens in Copenhagen after he had visited the park back in the 50s. His successors have failed miserably with that task in Shanghai.",2.0,"The reviewer visited Shanghai Disneyland with his family and had an overall unpleasant experience. Positives included an overall clean environment, manageable crowd sizes in parts of the park, some enjoyable rides like the TRON Lightcycle Power Run, an impressive fireworks/light show, and easy accessibility through the subway. However, there were numerous negatives. 

The reviewer felt that the theme park was too expensive, both for the entrance and additional costs inside, including the food, which customers are required to buy inside after any food they bring is confiscated. The reviewer also felt that there were too many stores/restaurants and too few attractions for the size of the park and the number of visitors admitted at once. The park's 'skip-the-line' pass was also criticized for its price"
"Not much to say that hasn't already been said here, but if you're considering going around this time, definitely do it! We visited on January 6th (a Wednesday) and did not need to wait for a single ride! There are quite a few shows to watch throughout the day and quite a few good rides for adults. You can't miss TRON!If you aren't sure whether you'd like to visit or not, you can download the app now to monitor the wait times around the time you plan to visit.From our experience keeping an eye on the waiting times in the app before our trip:If you go during a more busy time of the year, I recommend getting there before the park opens and running straight to Soaring over the Horizon first as it seems to always have the longest wait time. The lines seemed to dwindle down at the very end of the day (after 6:30 pm), as well, if you can save your energy until then.",5.0,"The reviewer highly recommends visiting the amusement park, as they had a positive experience with no wait times for rides, especially on a weekday. They highly recommend several shows and rides suited for adults, particularly TRON. To manage your time efficiently, they suggest downloading the park's app to check the wait times. If visiting during peak times, the reviewer advises getting there early to avoid long lines, especially for the popular ride, Soaring over the Horizon. Also, they mention that lines tend to be shorter after 6:30 pm."
"I have been there once before and wanted to take my husband there. I wanted to try out the subway. The subway was easy and fast. Not too hard to find the right gate to get out. Signs were not the best but one can ask and figure it out.My disappointment was at the check point of the park, three "" Happy Host""s were not knowledgeable and unfriendly, they were not happy and not helpful and had no clue how to help, very disappointed for a fun place like this.They did not direct us to the right direction, they simply disappeared. We went around to look for the right gate to enter for a while.  They re rounted ppl due to Covid and did not bother to direct the guests.Same experice with the ticket counter lady, the gate employees, no one was happy, no professional smile,  not to mention being cheerful. sad to see.  And not helpful. They are just not happy to see the guests.The cleaning lady at the Treasure was helpful thoguh, I appreciate that.I had fun dispite this, because the Covid, less ppl at the park, less wait, much faster for the lines.Ate at the Cheesecake Factry, that was nice and noted the ppl also are not very friendly.",2.0,"The reviewer visited a park and had a relatively satisfactory experience navigating the subway to get there, despite unclear signage. However, they were unhappy with the customer service at the park, citing that the hosts and employees were unhelpful and unfriendly, particularly with regards to the new routing due to Covid-19. The reviewer had a better time once inside, as there were fewer people and thus faster lines because of Covid-19. They ate at the Cheesecake Factory, but also found the staff there to be lacking in friendliness. However, they did appreciate the helpfulness of a cleaning lady at a place called the Treasure. Despite the negative interactions with the staff, the reviewer still managed to have fun."
"Good place to visit especially for couples and families. Various different activities compared to Hong Kong Disneyland and Los Angeles Disneyland.  A fun place to be  to spend the whole day. The place is very far from the city so it's better to go early.  A very important advise is to choose a weekday and a day where not many people would show up or else you would wait for hours just to enjoy 1 ride.  Comfortable clothes and shoes are important as the place is huge.  Don't carry any glassware,  food as they will ask you to store it in their locker.  Well compared to Hong Kong Disneyland and the one in Los Angeles the customer service is not great.  Staff don't smile and looks very serious whereas in other Disneyland properties all the Disney staff are smiling and dancing.",4.0,"This review describes a Disneyland park as a fun, family-friendly destination with a variety of activities, distinct from its Hong Kong and Los Angeles counterparts. The park's distance from the city urges visitors to arrive early and plan visits on weekdays or less crowded days to avoid long lines. Comfortable clothing and footwear are advised due to the park's large size, and visitors should note that items like glassware and food must be stored in lockers. However, the review criticizes the lacking customer service, stating that unlike other Disney parks, the staff here don't smile and seem serious."
"Really enjoyed Disney in Shanghai.  Been to the one in Florida too,  they are on par.  Well organized and controlled.  The obvious crowds but you never feel crowded.  Transport easy to and fro.Very clean as always.  Nice rides,  especially Tron and Pirates of the Caribbean.",5.0,"The reviewer had a positive experience at Disney in Shanghai, comparing its strong organization and control favorably to the Florida location. Despite the crowds, they never felt overwhelmed. They found the transportation convenient and praised the cleanliness of the park. They particularly enjoyed the Tron and Pirates of the Caribbean rides."
Beautifully constructed with amazing and thrilled rides......unforgettable Disney experienceneed 2-3 days to visit and experiencebest weather to visit is WINTERS,5.0,"The review is highly positive, appreciating the impressive construction and exciting rides of the Disney experience. The reviewer suggests taking 2-3 days for the visit and recommends visiting in winter for the best weather."
"What an amazing experience. While visiting the park, we stayed at Toy Story Hotel who were great in giving us advice on how the park operates as far as early entry, fast pass, and so on. We spent some time the day before visiting the park looking around Downtown Disney, and getting a bit of a lay of the land, which helped us over the following days. On our first day in the park, the weather turned bad, as unbeknownst to us there was a typhoon on the way. This meant the large crowds all rushed to spots for protection, which became frustrating. The bad weather forced the closure of many of the rides. The park emptied out, which meant lines that were normally an hour wait were 10 minutes or less, so we pushed on through and took the weather as part of our Disney experience.Within the park there was always a cast member no too far away to help out, and all had a good understanding of English.Due to the typhoon that hit Shanghai, the park was closed for the day that was to be our second day at the park, but the staff transferred all of our fast passes  and entry, and we had no obstacles getting into the park and enjoying it again the following day which was a hidden blessing as the crowds had dwindled down quite a bit. Too many individual highlights to list, but Soaring Over the Horizon, Pirates Of The Caribbean, and Seven Dwarfs Mine Train were right up there.  I would definitely visit again if i was able to, and would recommend it to anyone, of any age",5.0,"The user had a fantastic experience at the Toy Story Hotel during their visit to the park. They found the advice about park operations, such as early entry and fast pass, very helpful. They enjoyed their time exploring Downtown Disney before hitting the park. Despite encountering a typhoon on their first day - which led to frustrating crowds and ride closures - they embraced the weather as part of their Disney experience. They found the park staff helpful and proficient in English. Their second day was initially hampered by the park closure due to the typhoon, but thanks to the staff, their fast passes and entry were transferred seamlessly to the next day, resulting in an unexpectedly uncrowded park experience. They loved rides like Soaring Over the Horizon, Pirates Of The Caribbean"
"We purchased our tickets for Disneyland via Klook for a discounted rate around 75 USD each for peak times. For any international visitors you need to have your passport verified as they scan you in. There are plenty of areas to hangout and get photos of and around the castle as opposed to in Disneyland in Anaheim. However, we didn’t really find many cast members that day who take pictures or are around if you have questions. We love to eat so we enjoyed the different foods. We would recommend getting the Donald Waffle and cherry blossoms ice cream, checking out the pastries at Remy’s cafe, trying a barbecue turkey leg near pirates, and the food court in Pinocchio village. Of the rides we would suggest going on Pirates and Tron. We also highly suggest checking out the Tarzan show which is unlike any other Disney show. Because there aren’t many rides at the park the lines are long. They offer traditional fast passes but they sell out very quickly. The day we went all fastpasses for all rides were gone by 1PM. After that you can purchase fastpasses per ride or buy a pack for a handful of rides. On average each fastpass will cost around 10 USD. Lastly, the park unfortunately closes early so they have their main nightly show at 8:30PM and close the park at that time. This show much like the rides incorporates a lot of augmented reality and lights as opposed to a traditional firework show but we really enjoyed the change. For our first Disney experience outside of the US we had a great time and can’t wait to see other parks!- @wanderingwithustwo",5.0,"The review is for a trip to Disneyland bought through Klook at a discounted rate. The tourists noted the requirement for international visitors to have passport verification. They appreciated the photo opportunities and enjoyed various foods like the Donald Waffle, cherry blossom ice cream, pastries at Remy's cafe, BBQ turkey leg, and the assortment at Pinocchio village's food court. The Pirates and Tron rides and the unique Tarzan show were recommended. However, they noticed the lack of many rides causing long lines and that fast passes sold out quickly. Individual fast passes could be bought after the sell-out. The park's early closure time was noted, but the augmented reality and light-centered nightly show at 8:30 PM was enjoyed. Overall, they"
"This is our first time back since COVID-19. The park was closed for more than 3 months. Local authorities have imposed a 30% capacity limitation for social distancing reasons. As such, you must first book a slot ahead of your arrival. Else, you will be politely turned away at the door as they are likely to have issued out all the tickets before the day itself.Despite the restrictions, the park still felt pretty crowded (30% would equate to 12,000 people). There are clear markings on the floor to encourage social distancing. Their staff are also at hand to remind visitors to keep a safe distance from each other.All in all, it’s nice to be able to be on the happiest place on earth despite COVID-19.",5.0,"The reviewer visited a park for the first time since COVID-19 restrictions were imposed, requiring pre-booking due to a 30% capacity limitation. Despite these limitations, the park was still relatively crowded. Clear markings for social distancing were noticeable and staff were actively reminding visitors to keep their distance. Overall, the reviewer seemed to enjoy being able to visit what they referred to as ""the happiest place on earth"" despite the pandemic."
The world's happy place. The price from Viator  is cheaper than the actual counter. It is very convinient to book on the spot as well. You can bring food in. Better than Hong Kong Disneyland. Go in later so you can spend more time until the closing hour fireworks. Thabk you for the good price. Really appreciate the effort to secure good rates. You will need to bring your passport to key in for the tickets.,5.0,"The reviewer recommends purchasing tickets from Viator as they are cheaper than buying at the actual counter. They found it convenient to book on the spot and appreciated the ability to bring in food. They suggested going in later to enjoy the closing fireworks. The reviewer also hinted at the place being better than Hong Kong Disneyland and expressed gratitude for the good prices secured. Lastly, they reminded future visitors to bring their passports for ticket processing."
"Contrary to much attention the park received from international media, I personally did not have any negative experience with other park visitors, especially from locals. There wasn't any cutting in line or ""rude"" behavior. There was one man smoking in a non-smoking area, though. A cast member immediately asked him to dispose of his cigarette .Pros:- Unique rides and Disney park experience- Rides are fun and diverse enough for varying interests- Interesting food options- Beautiful castle- Can converse with most staff in English- Park is large, but can be explored in one day- Free all-day wifi throughout the parkCons- As usual with Disney parks, food and merchandise are very expensiveTips- Downloading the Shanghai Disneyland app on your phone prior to your visit is a MUST. Helped us get around the park and plan out which rides we would do at specific times (the app shows the waiting time for all rides and shows in real-time and you can also use it to get your free fast passes).- GET FAST PASSES! Use the app to get them, especially for high-demand rides.- The Tron ride is a must-try.- There is an area just outside the park (Still part of the Disney property) with many shops and restaurants. You may find good cheaper options for dining here. Re-entry into the park is allowed! Just don't lose your ticket.",5.0,"The reviewer had a positive experience at the Shanghai Disneyland, contrary to negative media attention. They appreciated the diverse, fun rides, beautiful castle, unique food options, English-speaking staff, and the free Wi-Fi. A negative aspect was the expensive food and merchandise, typical for Disney parks. They recommend downloading the park app for real-time waiting times, planning, and getting free fast passes. The Tron ride is particularly recommended. They also note a cheaper dining area outside the park but within Disney property, with re-entry allowed."
"Shanghai Disneyland was the “anchor” for our trip to Shanghai and we had a great day.  We visited not long after the Chinese New Year, and made sure we went on a weekday to avoid the crowds.  Because we only had one day at the park and we wanted to maximize our time, we purchased Concierge Services which gave us access to a number of rides without having to wait in line.  We missed that we needed to enter via the Disney Grand Theater, which is in Disneytown.  We ended up in a somewhat long queue to enter the park and then had to exit to get our special tickets at the theater as the entrance to the theater within the park was not open.The park was not crowded the day we went, so we didn’t really need the special ride access, but it also gave us access to special viewing areas for the parade and fireworks/light show.  Access to those areas was great, and they enforced access!  We rode Tron twice, and I recommend riding at night if you can.  The castle is huge and you can go up in it. They have some rides that are the same as in the US parks, and some different ones.  We noticed a lot of space for expansion and the manager of the concierge lounge at our hotel told us there are plans to build three more parks, which would make Shanghai Disneyland larger than Walt Disney World!We took a taxi from our hotel and the doorman told the driver where we wanted to go, and she got us there, but had to stop several times to ask for directions to the drop off area.  I had a card from our hotel with the address written in Chinese so we could give to a taxi driver on our return.  I was a little worried that we might have problems getting a taxi at the end of the night, but there is a large taxi pick-up area and our driver had no problem finding our hotel.",5.0,"The reviewer had a positive experience at Shanghai Disneyland, which was the highlight of their trip. They visited slightly after the Chinese New Year during a weekday and didn't face any major crowd issues. To make the most of their one-day trip, they purchased Concierge Services, but had a minor mishap with entrance and ticket collection. The park was not overly crowded, so the special ride access wasn't needed, but they appreciated the special viewing areas for the parade and fireworks/light show. The reviewer recommends the Tron ride, especially at night. The park includes familiar and unique rides and there are plans for expansion. The taxi ride to and fro from their hotel had some directional confusion, but they faced no major issues. They noted a well-managed"
"Amazing syncretism between the Disney experience and the East, specifically the chinese culture. Here you will notice many many differences compared to other parks, but at the same time, everything is familiar.I don't speak Mandarin and it can be frustrating or challenging at some times, since not many things are in English... but it adds an exotic touch to your visit.By far, is the best Disney ever built. Tomorrowland is out of this world.",5.0,"The review praises the fusion of Disney and Chinese culture at this particular park, noting interesting differences from other Disney parks while maintaining a sense of familiarity. The reviewer finds the predominance of Mandarin over English slightly frustrating but also appreciates it as an exotic aspect of the experience. They highly rate the park as the best Disney has ever built, with particular praise for Tomorrowland."
We surprised our daughter with a visit to Shanghai Disney. It was AMAZING!! Our favorite ride was the Tron ride. We got on it multiple times because we don’t have that ride in the U.S. I love the fact that Shanghai Disney gives a fast pass every hour for different rides. We enjoyed our time. I would go back during warmer weather.,5.0,"The reviewer had a great experience at Shanghai Disney, particularly enjoying the Tron ride as it isn't available in the U.S. They appreciated the fact that Shanghai Disney offers a fast pass every hour for different rides. They had an enjoyable time and would return, preferably in warmer weather."
"First of all, try to be here before their opening time at 9 to avoid long queue. I can't imagine if it's summer. I went with my kids in winter, less crowds, BUT least I expected, it was a bit of long queue on 25th Dec since it is a holiday in Shanghai. But still manageable. Get the map online to help u navigate the area. All in Chinese language. Expect long queue in main attractions like the tron, seven dwarf, slinky dog. Tron is the longest I waited for 1.5-2 hour as well as the seven dwarfs. Bring raincoats, umbrella if u go in winter. Occasionally there will be light showers. Jack sparrows, Peter pan, Winnie the Pooh, are great. There are restaurant, souvenirs shops, rest room. Quite disappointed with some sellers try to sell fake Disney souvenirs on the way out. Overall it's great time to spend with kids& family. My kids had a blast day. Tips: bring snacks/foods, so u can eat it while on long queue. This enables u to enjoy almost all rides. Winter is less crowds, but avoid on Christmas day 25th.",4.0,"The reviewer recommends arriving early at this Shanghai attraction to avoid long queues, especially during the high-traffic time of 9 a.m. A negative aspect mentioned was the long lines for the main attractions like Tron, Seven Dwarf, and Slinky Dog, with waits up to 1.5-2 hours. The reviewer had a positive experience with rides like Jack Sparrow, Peter Pan, and Winnie the Pooh. The facility includes restaurants, souvenir shops, and restrooms, but the reviewer was disappointed with sellers trying to sell fake Disney souvenirs. It is suggested to bring your own food for waiting in lines and to visit in the winter for fewer crowds, except for Christmas day. Overall, the reviewer had a great time with"
"I have been to Shanghai Disney many times and I love it. It's very busy, but what can be expected from Disney. The rides are fantastic. Make sure to download the app and add your ticket once you get into the park as that will be how you get your fast passes.",5.0,The reviewer enjoys visiting Shanghai Disney despite it often being busy. They are particularly fond of the fantastic rides. They advise future visitors to download the Disney app and add their tickets to it once inside the park for convenience in getting fast passes.
"Disney Shanghai has new experiences particularly pirates of the Caribbean ride, it is an excellent merging of east with west offering western hospitality with eastern culture",4.0,"The review praises Disney Shanghai for its mix of Eastern and Western experiences, especially the new Pirates of the Caribbean ride. It appreciates the unique blend of Western hospitality and Eastern culture."
"Comparing this Disneyland with the one in Anaheim, it is very different.  It does not have the same rides, and there are more scenic areas for photos.  The best attractive is Pirates of the Caribbean.  It is a lot of fun.  The best time to go is to get in early then you can get all the pictures taken without crowds waiting for their turn.",5.0,"The reviewer notes significant differences between this Disneyland and the one in Anaheim, particularly in terms of ride selection and more scenic areas for photography. They highlight the Pirates of the Caribbean as the most enjoyable attraction. They highly recommend going early to avoid crowds and have a more relaxed photo-taking experience."
"A brilliant park and one to tick off the list if you’re a massive Disney fan! Because it was only built in 2016 it still has a crisp sense of newness, however, please be aware that a lot of the cast members don’t speak English well so you might need a translation app if your Mandarin isn’t up to scratch!",5.0,"The reviewer recommends the park to big Disney fans and appreciates its modern, new feel due to being built in 2016. However, they caution that many staff members don't speak English well, suggesting the use of a translation app for those who don't speak Mandarin proficiently."
they just give you one look then say oh your race is blah blah blah.The service is good but their friendliness to adults of African descent isn't the best.,4.0,The reviewer mentions receiving good service but expresses concern about perceived racial bias and a lack of friendliness towards African-descendant adults.
"Firstly, you need to understand that if you are going to almost any theme park it will generally be very busy. Usually I always expect Disney to be busier and this was no exception, would I have liked it to be quieter? Of course! But who wouldn’t? The park itself is very big but seems to be pretty well spread out which may just be to give more freedom for new rides in the future. The rides were amazing especially those which are not currently at any other park e.g. Tron. One of my favourite rides was the Voyage to the Crystal grotto which I would recommend riding twice as a minimum (day and night). Our overall experience was great there were a couple of things which we noticed which aren’t necessarily the parks fault. 1) vegetarian food. Within the park itself the options are limited, we walked from restaurant to restaurant to try and find a vegetarian meal to be told they didn’t have any in at the moment and to try another restaurant, unfortunately even Disneytown didn’t have options, aside from Bread Kitchen which ended up saving myself in particular. I did have the vegetarian burger meal from the stargazer grill which was okay but not great, possibly personal tastes however. 2) general etiquette - people visiting the park had no issue trying to cut queues and a few times we witnessed parents encouraging their children to go to the toilet in a plant when the toilets were a couple of feet away, this is likely cultural.I would recommend getting to the park early, making sure you have the app downloaded and passes scanned in to get your fast passes booked as we found these were gone by around midday. Make sure you take a camera to get pictures of all the little details dotted around the park. The fireworks/projection show on the castle is a must but you need to get in front of the castle at least 30-60 minutes before as people start getting their spots early.Shanghai Disney offer a “Passport” which you can purchase and then go area by area to collect stamps, although aimed at children I am 26 and enjoyed doing it, once you have collected all the stamps you can then take this to the specified shop on Mickey avenue and you get a prize (mine was a Tron Pen) and keep the passport with your completion stamp which just makes for a cute memento from the trip. We did find that most of the stamp machines were broken however if you went into the closest shop they had manual stamps.The only thing we didn’t see much of was character meet and greets dotted around which from Florida, Paris and Hong Kong these tended to be initially at the entrance and then in specified areas of the park.Do not let a few reviews stating the obvious of the park being busy put you off as we found it enjoyable despite the crowds. A trip to Disney is always a good idea!",5.0,"The reviewer had a positive experience at Disney, highlighting that despite the inevitable crowds, the park is spacious and well-designed. They particularly enjoyed unique rides like Tron and the Voyage to the Crystal grotto, recommending the latter to be ridden twice, once during the day and once at night. However, there were issues with limited vegetarian food options and observed some poor behaviour from other visitors. They advise getting to the park early and securing Fast Passes as they tend to be gone by midday. They also recommend the fireworks show and suggest arriving early to secure a good viewing spot. They enjoyed the ""Passport"" activity offered by the park where visitors collect stamps from different areas to win a prize, which they found to be a fun memento"
